family,workload_layers,one_qubit_noise,two_qubit_noise,total_cnot_budget,split_shots,split_mse,split_rmse,dilation_shots,dilation_mse,dilation_rmse,genexp_shots,genexp_mse,genexp_rmse,dil_vs_split_mse_ratio,dil_vs_genexp_mse_ratio
neutral_rank_one,1,0.00015000000000000001,0.003,100000.0,12500,0.025855757499947864,0.16079725588438337,10000,0.03727367083294917,0.19306390349557623,1960,0.19344282948219332,0.4398213608752914,1.4416004185150766,0.19268571976910762
neutral_rank_one,1,0.0002,0.004,1000.0,125,0.07209301767413084,0.26850142955695944,100,0.09657928269942553,0.3107720751602781,19,0.4301386718934541,0.6558495802342593,1.3396482185830474,0.22453057353408193
neutral_rank_one,1,0.0002,0.004,10000.0,1250,0.04392757963692673,0.2095890732765588,1000,0.06118518443364344,0.24735639153586356,196,0.24006253687701581,0.48996177083219034,1.3928649140097282,0.25487185643209564
neutral_rank_one,1,0.0002,0.004,100000.0,12500,0.041111035833206314,0.20275856537568596,10000,0.05764577460706523,0.2400953448258946,1960,0.22169924925678364,0.4708494974583531,1.402197085010041,0.2600179062415177
neutral_rank_one,1,0.00025,0.005,1000.0,125,0.08879966383581522,0.2979927244679226,100,0.11782090620400351,0.3432505006609656,19,0.4447911921210879,0.6669266767202283,1.326817029643791,0.2648903761833676
neutral_rank_one,1,0.00025,0.005,10000.0,1250,0.06048445778086151,0.24593588144242295,1000,0.08225243789132482,0.2867968582312659,196,0.2546828802370376,0.5046611538815303,1.3598937794785213,0.3229602155228145
neutral_rank_one,1,0.00025,0.005,100000.0,12500,0.05765293717536614,0.2401102604541633,10000,0.07869559106005694,0.2805273445852595,1960,0.23631648400417174,0.4861239389334491,1.364988410229373,0.33300931753312524
neutral_rank_one,2,1.25e-05,0.00025,1000.0,62,0.060407402947534716,0.24577917517058828,55,0.0683895501192363,0.2615139577904711,14,0.2839911930249979,0.5329082407178537,1.1321385588887882,0.24081574287839413
neutral_rank_one,2,1.25e-05,0.00025,10000.0,625,0.007157287358614361,0.08460075270713825,555,0.008266553758967477,0.09092059040155578,149,0.04068085989536167,0.20169496745174798,1.1549841923026922,0.20320499075561596
neutral_rank_one,2,1.25e-05,0.00025,100000.0,6250,0.001879567199002007,0.04335397558473741,5555,0.0023137818421091784,0.04810178626734332,1492,0.017968513139808993,0.1340466826885656,1.2310184192072122,0.12876868687498838
neutral_rank_one,2,2.5e-05,0.0005,1000.0,62,0.06461919766886627,0.2542030638463397,55,0.0737068211392899,0.2714900019140482,14,0.32474016598219796,0.5698597774735448,1.140633492804911,0.22697168031665804
neutral_rank_one,2,2.5e-05,0.0005,10000.0,625,0.010815708885702885,0.10399860040261544,555,0.01289226991289719,0.11354413200556508,149,0.07577087735972292,0.2752651037812874,1.191994907512653,0.17014808805355416
neutral_rank_one,2,2.5e-05,0.0005,100000.0,6250,0.005483142857105164,0.07404824681992926,5555,0.0068710272172147445,0.08289165951538638,1492,0.0525302827579963,0.22919485761682418,1.253118402397839,0.13080126084356206
neutral_rank_one,2,5e-05,0.001,1000.0,62,0.07826949235399816,0.2797668535656041,55,0.09063209870931606,0.30105165455336075,14,0.4151164047187987,0.644295277585362,1.1579492339033473,0.21832935937742706
neutral_rank_one,2,5e-05,0.001,10000.0,625,0.023536695763267616,0.15341673886270565,555,0.02868379149596977,0.16936289881780417,149,0.16025348616947135,0.40031673231264187,1.2186838706873602,0.17899012484281354
neutral_rank_one,2,5e-05,0.001,100000.0,6250,0.01811202427168189,0.13458092090516355,5555,0.022550295732272116,0.1501675588543415,1492,0.13646273751211632,0.3694086321570143,1.245045578231112,0.16524874220898514
neutral_rank_one,2,7.500000000000001e-05,0.0015,1000.0,62,0.09689569446821614,0.3112807325682336,55,0.11319668226056712,0.33644714631063094,14,0.49220987441056396,0.7015767060062384,1.1682323232401008,0.22997645546246615
neutral_rank_one,2,7.500000000000001e-05,0.0015,10000.0,625,0.04142937473200136,0.20354207115975154,555,0.05038250535876604,0.22446047616176448,149,0.2349614967677064,0.4847282710629806,1.2161058593010576,0.21442877259407517
neutral_rank_one,2,7.500000000000001e-05,0.0015,100000.0,6250,0.03593200236738185,0.18955738542030445,5555,0.04416327992294415,0.21015061247339764,1492,0.2109480721006375,0.45929083607300236,1.22907928902494,0.20935616753053363
neutral_rank_one,2,0.0001,0.002,1000.0,62,0.1186120874405024,0.3444010560966711,55,0.138895586524306,0.3726869819624855,14,0.5491647795232188,0.7410565292359409,1.1710070155706358,0.2529215122734095
neutral_rank_one,2,0.0001,0.002,10000.0,625,0.06256772882798084,0.25013542097827896,555,0.07542139589207732,0.274629561213059,149,0.2909515002170465,0.5393992030185496,1.205436049939345,0.25922325829498666
neutral_rank_one,2,0.0001,0.002,100000.0,6250,0.05701306593174868,0.23877408974122105,5555,0.06913682256215369,0.26293881904761357,1492,0.2668480046480134,0.5165733294005929,1.21264873993829,0.25908690099949894
neutral_rank_one,2,0.00015000000000000001,0.003,1000.0,62,0.1660143317728341,0.40744856334614077,55,0.19305520827533995,0.4393804823559416,14,0.6149336959724974,0.7841770820245242,1.1628827837557258,0.3139447545967204
neutral_rank_one,2,0.00015000000000000001,0.003,10000.0,625,0.10915803833844007,0.3303907358544426,555,0.1286975916010471,0.3587444656033694,149,0.35617241718469617,0.5968018240460531,1.1790024221764177,0.3613350877036329
neutral_rank_one,2,0.00015000000000000001,0.003,100000.0,6250,0.10352290303890332,0.32174975219711255,5555,0.12232555034616661,0.34975069742055787,1492,0.3320177673794721,0.5762098292978627,1.1816278983231117,0.3684307358357646
neutral_rank_one,2,0.0002,0.004,1000.0,62,0.21308138299825374,0.46160739053686495,55,0.24441494030936567,0.49438339404693366,14,0.643409491119358,0.8021281014397625,1.147049718141583,0.3798746267857348
neutral_rank_one,2,0.0002,0.004,10000.0,625,0.15572583725079409,0.39462113127757625,555,0.17954987830069946,0.4237332631511237,149,0.3845584983080503,0.6201278080428665,1.152987079539904,0.4668987399593785
neutral_rank_one,2,0.0002,0.004,100000.0,6250,0.15004122010566398,0.3873515458929575,5555,0.1731275949335048,0.4160860427045166,1492,0.360395473946824,0.6003294711629806,1.1538668827911598,0.48038226739509393
neutral_rank_one,2,0.00025,0.005,1000.0,62,0.2560907656643865,0.5060541133756216,55,0.28925617890422545,0.5378254167517796,14,0.6552437708608139,0.8094712909429301,1.1295064785088857,0.4414481934322256
neutral_rank_one,2,0.00025,0.005,10000.0,625,0.19843039130902537,0.4454552629715193,555,0.2241020051032859,0.47339413294134297,149,0.39637805385381486,0.6295856207489294,1.129373397012965,0.5653744018480278
neutral_rank_one,2,0.00025,0.005,100000.0,6250,0.1927155620212294,0.4389938063586198,5555,0.21765109680616315,0.4665309173100569,1492,0.37221365502963855,0.6100931527477084,1.1293903539672987,0.5847477486790001
neutral_rank_one,3,1.25e-05,0.00025,1000.0,41,0.09703648994081233,0.3115068056091429,38,0.10474205464871027,0.3236387718563866,12,0.33379572934581664,0.5777505771055678,1.0794089389733488,0.313790876995302
neutral_rank_one,3,1.25e-05,0.00025,10000.0,416,0.009834598402980352,0.09916954372679322,384,0.010684625367491724,0.10336646152157732,120,0.03553561016647294,0.18850891269771025,1.0864323005048964,0.30067375563379045
neutral_rank_one,3,1.25e-05,0.00025,100000.0,4166,0.0012525591493771082,0.03539151239177422,3846,0.0013860078063291721,0.03722912577981347,1204,0.005698588277361772,0.07548899441217753,1.1065408024989696,0.2432195025977277
neutral_rank_one,3,2.5e-05,0.0005,1000.0,41,0.09797761772107544,0.3130137660248754,38,0.10583809760154068,0.32532767727560574,12,0.3396074245280994,0.5827584615671396,1.08022730153373,0.3116483620716118
neutral_rank_one,3,2.5e-05,0.0005,10000.0,416,0.010652647549735128,0.10321166382601885,384,0.011639369944179991,0.10788591170389204,120,0.04060509354583694,0.20150705582146977,1.0926269633758228,0.2866480268304498
neutral_rank_one,3,2.5e-05,0.0005,100000.0,4166,0.0020584954205345703,0.04537064492085792,3846,0.002326783475172522,0.048236744035771335,1204,0.010693823078434528,0.10341094274028512,1.1303321114837748,0.21758200580901516
neutral_rank_one,3,5e-05,0.001,1000.0,41,0.10082996328081925,0.31753734155342933,38,0.10910187279449463,0.33030572625144516,12,0.35118939222226214,0.5926123456546127,1.0820382081330078,0.31066391870243565
neutral_rank_one,3,5e-05,0.001,10000.0,416,0.0133155522083899,0.11539303362157484,384,0.014690812923918443,0.12120566374521631,120,0.05151878815063392,0.2269775058252115,1.1032822893114425,0.2851544737613879
neutral_rank_one,3,5e-05,0.001,100000.0,4166,0.0047027561114873495,0.06857664406696605,3846,0.005357235066333863,0.07319313537712306,1204,0.02154066570566852,0.14676738638290363,1.1391692316868884,0.24870331955080122
neutral_rank_one,3,7.500000000000001e-05,0.0015,1000.0,41,0.10440655059639571,0.32312002506250787,38,0.1131011611392703,0.336305160738384,12,0.3597993997176816,0.5998328098042667,1.0832764849830672,0.31434505234865784
neutral_rank_one,3,7.500000000000001e-05,0.0015,10000.0,416,0.016759575847270853,0.12945878049507054,384,0.018546372814171402,0.13618506824968515,120,0.059908866727131915,0.2447628785725726,1.1066134956626312,0.309576425450425
neutral_rank_one,3,7.500000000000001e-05,0.0015,100000.0,4166,0.00813373339716495,0.09018721304688904,3846,0.009198585808606946,0.09590925820069168,1204,0.02990874327182038,0.17294144463320635,1.130918037197181,0.3075550759524467
neutral_rank_one,3,0.0001,0.002,1000.0,41,0.10823795944347439,0.32899537906097465,38,0.11728738648343198,0.3424724609124535,12,0.3653878744603633,0.6044732206312893,1.0836067779408158,0.32099419461210155
neutral_rank_one,3,0.0001,0.002,10000.0,416,0.020498501324815305,0.14317297693634545,384,0.02263561459894123,0.1504513695482405,120,0.06542454356958341,0.2557822190254503,1.1042570498331383,0.34598047405354426
neutral_rank_one,3,0.0001,0.002,100000.0,4166,0.011863557054856057,0.1089199571008732,3846,0.01327823969547868,0.11523124444124815,1204,0.03541713763698785,0.18819441446809163,1.1192460772162391,0.374910017618464
neutral_rank_one,3,0.00015000000000000001,0.003,1000.0,41,0.1156103393622343,0.34001520460449164,38,0.1250737227316605,0.35365763491215696,12,0.37086895467640574,0.6089901104914641,1.081855856678832,0.33724505962164203
neutral_rank_one,3,0.00015000000000000001,0.003,10000.0,416,0.02776200150962508,0.1666193311402524,384,0.030313069214016095,0.17410648814451488,120,0.07087317816623492,0.2662201685940322,1.0918906262398467,0.42770861979571434
neutral_rank_one,3,0.00015000000000000001,0.003,100000.0,4166,0.019116341759368292,0.13826185938055474,3846,0.020944930156420613,0.14472363371758123,1204,0.04086252647400299,0.20214481560011127,1.0956557703388092,0.5125706108687605
neutral_rank_one,3,0.0002,0.004,1000.0,41,0.12181054616935343,0.3490136761924286,38,0.13133639737622102,0.3624036387458341,12,0.37279752749691175,0.610571476157306,1.0782021877943457,0.3522995398012907
neutral_rank_one,3,0.0002,0.004,10000.0,416,0.03391021930067376,0.18414727611527074,384,0.03652719159874134,0.19112088216294248,120,0.07279803305437241,0.26981110624726407,1.0771735586509634,0.5017606941585826
neutral_rank_one,3,0.0002,0.004,100000.0,4166,0.02525944301258959,0.1589321962743534,3846,0.027154252613065873,0.16478547452086265,1204,0.0427870094316599,0.20685021013201776,1.0750139106207484,0.6346377784695862
neutral_rank_one,3,0.00025,0.005,1000.0,41,0.1266148448129956,0.35582979753387095,38,0.1359817725889979,0.36875706445978484,12,0.3734680415876449,0.6111203167852014,1.073979696376336,0.3641055122439062
neutral_rank_one,3,0.00025,0.005,10000.0,416,0.03869002226879049,0.19669779426518866,384,0.041151231405654264,0.20285766292071458,120,0.0734681142719037,0.2710500217153721,1.063613536321201,0.5601236919373561
neutral_rank_one,3,0.00025,0.005,100000.0,4166,0.03003683522051298,0.1733113822589647,3846,0.03177618317904847,0.17825875344298936,1204,0.043457047345891925,0.20846353960798977,1.0579071645120468,0.7312089780543346
neutral_rank_one,4,1.25e-05,0.00025,1000.0,31,0.1270401818963659,0.35642696572561106,29,0.1360034308633143,0.3687864298795636,10,0.40480172818589755,0.6362403069484812,1.070554440596285,0.33597542054182455
neutral_rank_one,4,1.25e-05,0.00025,10000.0,312,0.014562757765240446,0.12067625186937339,294,0.015608169415134134,0.1249326595215764,101,0.051979218182954784,0.22798951331794798,1.071786653788128,0.3002771099826281
neutral_rank_one,4,1.25e-05,0.00025,100000.0,3125,0.0033930850916387015,0.05825019391932272,2941,0.0037499239787254493,0.06123662285532612,1010,0.017084684226619785,0.13070839386443314,1.1051665011190188,0.21949038852486735
neutral_rank_one,4,2.5e-05,0.0005,1000.0,31,0.13346711821431378,0.36533151823284254,29,0.14318119281108072,0.3783929079820085,10,0.4344189154832765,0.6591046316657747,1.0727825304594396,0.32959244569679114
neutral_rank_one,4,2.5e-05,0.0005,10000.0,312,0.0201812905171536,0.14206086905673074,294,0.021885018505699343,0.14793585943137433,101,0.07792145166996775,0.2791441413857145,1.0844211616248038,0.28085999473408424
neutral_rank_one,4,2.5e-05,0.0005,100000.0,3125,0.008931338593822113,0.0945057595801553,2941,0.009938038299757338,0.09968971009967548,1010,0.042663460743376784,0.20655135134725405,1.1127154340147365,0.2329402755096503
neutral_rank_one,4,5e-05,0.001,1000.0,31,0.15163094884153736,0.3893981880306293,29,0.1631023170297938,0.4038592787466865,10,0.4871021739146432,0.697927054866512,1.075653211141247,0.3348421045198925
neutral_rank_one,4,5e-05,0.001,10000.0,312,0.0372106783476678,0.1929006955603525,294,0.04057136813408775,0.20142335548314091,101,0.12775249503799618,0.3574248103279852,1.0903151981004018,0.317577892486726
neutral_rank_one,4,5e-05,0.001,100000.0,3125,0.025848069552932538,0.16077334839124469,2941,0.028502769685246596,0.16882763306179055,1010,0.09221241690733878,0.303664974778684,1.1027039998819903,0.30909904155194295
neutral_rank_one,4,7.500000000000001e-05,0.0015,1000.0,31,0.17244777230040603,0.4152683136243434,29,0.1854151979131112,0.43059865061691865,10,0.5211241267284243,0.7218892759477898,1.075196248926404,0.35579852937750744
neutral_rank_one,4,7.500000000000001e-05,0.0015,10000.0,312,0.05732897117025709,0.2394346908245693,294,0.06214867628897848,0.24929636236611732,101,0.16101441681306977,0.401266017515899,1.0840710206434316,0.3859820599861576
neutral_rank_one,4,7.500000000000001e-05,0.0015,100000.0,3125,0.0458969941567882,0.21423583770412502,2941,0.05000762812870274,0.22362385411378355,1010,0.12539917077748525,0.3541174533646785,1.089562160821954,0.39878755033746477
neutral_rank_one,4,0.0001,0.002,1000.0,31,0.1928373548284606,0.4391325025871583,29,0.20678022548116756,0.45473093745770976,10,0.540571678917929,0.7352357981749318,1.0723037850478188,0.3825213816141512
neutral_rank_one,4,0.0001,0.002,10000.0,312,0.07728998973327605,0.27801077269285096,294,0.08307720095917362,0.2882311588971144,101,0.18025572451619704,0.4245653359804555,1.074876594574135,0.46088522948245475
neutral_rank_one,4,0.0001,0.002,100000.0,3125,0.06581545378634894,0.2565452275649441,2941,0.07089315975719275,0.2662576942685277,1010,0.14462008067426751,0.38028946958109094,1.0771506641483797,0.4902027396656465
neutral_rank_one,4,0.00015000000000000001,0.003,1000.0,31,0.2273042567194421,0.4767643618386782,29,0.24174678425607604,0.4916775205925893,10,0.5569865083546314,0.7463152874989439,1.0635383065195305,0.43402628363514456
neutral_rank_one,4,0.00015000000000000001,0.003,10000.0,312,0.11133530400058247,0.33366945320269054,294,0.11763377294182403,0.3429778024039224,101,0.19659720222690294,0.4433928305993489,1.056572072962666,0.598349170839455
neutral_rank_one,4,0.00015000000000000001,0.003,100000.0,3125,0.0998189019121068,0.3159412950408775,2941,0.10540935038305385,0.3246680618463323,1010,0.16095430381866604,0.40119110635539523,1.0560059103422075,0.6549023411129775
neutral_rank_one,4,0.0002,0.004,1000.0,31,0.2517658371829466,0.5017627299660136,29,0.26552641946147126,0.515292557157069,10,0.5617959532563828,0.7495304885435834,1.0546562727989401,0.47263854059891186
neutral_rank_one,4,0.0002,0.004,10000.0,312,0.13564149658345617,0.36829539310647935,294,0.1412722489031288,0.37586200779425527,101,0.20140052092718078,0.4487766938324458,1.0415120185304665,0.701449272587571
neutral_rank_one,4,0.0002,0.004,100000.0,3125,0.12410966356048408,0.3522920146135647,2941,0.12903392296525626,0.3592129214898265,1010,0.16575701663088607,0.4071326769382262,1.0396766799901311,0.7784522525076198
neutral_rank_one,4,0.00025,0.005,1000.0,31,0.2678413875570642,0.5175339482169882,29,0.28052058695406995,0.5296419422157482,10,0.5632405722882263,0.7504935524627951,1.0473384621870823,0.4980475497608854
neutral_rank_one,4,0.00025,0.005,10000.0,312,0.15166062387137655,0.38943628987470663,294,0.15621860044749017,0.3952449878840846,101,0.20284459501299695,0.4503827205977123,1.0300537902308726,0.7701393297537985
neutral_rank_one,4,0.00025,0.005,100000.0,3125,0.14012318770262722,0.3743303189732662,2941,0.143975564911888,0.37944112179874234,1010,0.1672010368209413,0.40890223381749985,1.0274927888269028,0.8610925365616848
