method,total_cnot_budget,trial_id,shots_per_evaluation,schedule_cx_cost,selected_theta_1,selected_theta_2,reported_best_score,selected_true_score,dense_grid_optimum_score,regret
split,19952.62314968879,14,60,328.0,-0.39269908169872414,0.0,0.4686977558888224,0.4426683614663711,0.46117153202478534,0.018503170558414217
split,19952.62314968879,15,60,328.0,0.39269908169872414,0.0,0.5705436241294827,0.4285099014699435,0.46117153202478534,0.032661630554841836
split,19952.62314968879,16,60,328.0,0.39269908169872414,-0.39269908169872414,0.4430868398642587,0.41609367348466614,0.46117153202478534,0.0450778585401192
split,19952.62314968879,17,60,328.0,0.0,-0.39269908169872414,0.5099792665805407,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,19952.62314968879,18,60,328.0,0.0,0.0,0.47633129111758954,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,19952.62314968879,19,60,328.0,0.0,0.39269908169872414,0.3729254897491275,0.4164744938764483,0.46117153202478534,0.04469703814833703
split,19952.62314968879,20,60,328.0,-0.39269908169872414,0.0,0.5424622621247109,0.4426683614663711,0.46117153202478534,0.018503170558414217
split,19952.62314968879,21,60,328.0,0.7853981633974483,0.7853981633974483,0.4699264031945035,0.327275447145262,0.46117153202478534,0.1338960848795233
split,19952.62314968879,22,60,328.0,0.0,0.0,0.4521908622860514,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,19952.62314968879,23,60,328.0,0.0,0.0,0.4165931509834302,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,19952.62314968879,24,60,328.0,-0.39269908169872414,-0.39269908169872414,0.5172038528223273,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,19952.62314968879,25,60,328.0,0.39269908169872414,0.39269908169872414,0.5055785400370029,0.40550957131742704,0.46117153202478534,0.05566196070735829
split,19952.62314968879,26,60,328.0,0.0,0.0,0.4925264305514949,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,19952.62314968879,27,60,328.0,0.0,-0.7853981633974483,0.4763173182560304,0.41498393828054037,0.46117153202478534,0.04618759374424497
split,19952.62314968879,28,60,328.0,-0.39269908169872414,-0.39269908169872414,0.4168862953744933,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,19952.62314968879,29,60,328.0,0.0,-0.39269908169872414,0.45928105419017773,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,19952.62314968879,30,60,328.0,0.0,0.0,0.5125924009120415,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,19952.62314968879,31,60,328.0,-0.39269908169872414,0.39269908169872414,0.5243060559066881,0.39327164940875275,0.46117153202478534,0.06789988261603258
split,19952.62314968879,32,60,328.0,0.7853981633974483,-0.7853981633974483,0.49533038997687173,0.291383350138511,0.46117153202478534,0.16978818188627431
split,19952.62314968879,33,60,328.0,0.0,-0.39269908169872414,0.42744538839692603,0.45440492458022935,0.46117153202478534,0.006766607444555983
